1.03536	0.0353553
1.04953	0.0494628
1.06375	0.063527
1.07803	0.0775318
1.09238	0.0914608
1.10682	0.105298
1.12136	0.119029
1.13602	0.132637
1.1508	0.146108
1.16572	0.15943
1.18078	0.172589
1.19599	0.185573
1.21136	0.198373
1.22689	0.21098
1.24258	0.223385
1.25843	0.235583
1.27444	0.247569
1.29061	0.25934
1.30693	0.270893
1.32341	0.282229
1.34003	0.293348
1.3568	0.304251
1.3737	0.314944
1.39073	0.325428
1.40789	0.335709
1.42516	0.345792
1.44254	0.355683
1.46003	0.365389
1.47762	0.374916
1.49529	0.384272
1.51306	0.393462
1.5309	0.402494
1.54882	0.411375
1.56681	0.420113
1.58487	0.428713
1.60299	0.437182
1.62116	0.445527
1.63939	0.453754
1.65767	0.461869
1.676	0.469878
1.69437	0.477786
1.71278	0.485598
1.73123	0.49332
1.74971	0.500956
1.76823	0.508511
1.78678	0.515989
1.80536	0.523394
1.82396	0.53073
1.8426	0.538001
1.86125	0.54521
1.87993	0.55236
1.89863	0.559455
1.91735	0.566496
1.93609	0.573489
1.95484	0.580433
1.97361	0.587333
1.9924	0.594191
2.0112	0.601008
2.03002	0.607787
2.04885	0.614529
2.06769	0.621237
2.08654	0.627912
2.10541	0.634556
2.12428	0.641171
2.14317	0.647757
2.16206	0.654317
2.18096	0.660851
2.19987	0.667361
2.21879	0.673848
2.23772	0.680313
2.25665	0.686757
2.27559	0.693182
2.29454	0.699587
2.31349	0.705974
2.33245	0.712344
2.35141	0.718698
2.37038	0.725036
2.38936	0.731358
2.40834	0.737667
2.42732	0.743962
2.44631	0.750244
2.4653	0.756513
2.4843	0.762771
2.5033	0.769017
2.5223	0.775252
2.54131	0.781477
2.56032	0.787691
2.57933	0.793897
2.59834	0.800093
2.61736	0.80628
2.63638	0.812459
2.65541	0.81863
2.67444	0.824793
2.69347	0.830948
2.7125	0.837097
2.73153	0.843239
2.75057	0.849374
2.7696	0.855503
2.78864	0.861625
2.80768	0.867742
2.82673	0.873854
2.84577	0.87996
2.86482	0.886061
2.88387	0.892157
2.90292	0.898248
2.92197	0.904335
2.94102	0.910417
2.96008	0.916496
2.97913	0.92257
2.99819	0.92864

1	0.05
1.00007	0.0699999
1.00022	0.0899993
1.0005	0.109997
1.00093	0.129993
1.00155	0.149983
1.0024	0.169965
1.00351	0.189934
1.00493	0.209884
1.0067	0.229805
1.00886	0.249689
1.01145	0.26952
1.01452	0.289283
1.01811	0.308958
1.02227	0.328521
1.02703	0.347945
1.03244	0.367199
1.03853	0.386251
1.04531	0.405067
1.0528	0.42361
1.06101	0.441849
1.06992	0.459753
1.07952	0.477299
1.08978	0.494466
1.10066	0.511245
1.11213	0.527631
1.12414	0.543625
1.13664	0.559237
1.14959	0.574479
1.16294	0.589368
1.17666	0.603922
1.1907	0.618163
1.20504	0.632109
1.21963	0.645783
1.23446	0.659205
1.2495	0.672393
1.26472	0.685367
1.28011	0.698142
1.29564	0.710736
1.31131	0.723162
1.32711	0.735435
1.34301	0.747566
1.35901	0.759567
1.3751	0.771448
1.39126	0.783219
1.40751	0.794888
1.42382	0.806463
1.44019	0.817952
1.45662	0.82936
1.47309	0.840694
1.48962	0.85196
1.50619	0.863162
1.5228	0.874304
1.53944	0.885392
1.55612	0.896429
1.57283	0.907418
1.58957	0.918362
1.60634	0.929266
1.62313	0.94013
1.63994	0.950959
1.65678	0.961754
1.67364	0.972517
1.69051	0.983251
1.70741	0.993957
1.72432	1.00464
1.74124	1.01529
1.75818	1.02592
1.77513	1.03654
1.7921	1.04713
1.80908	1.0577
1.82607	1.06825
1.84307	1.07879
1.86008	1.08931
1.8771	1.09981
1.89412	1.1103
1.91116	1.12078
1.9282	1.13124
1.94526	1.1417
1.96231	1.15214
1.97938	1.16257
1.99645	1.17298
2.01353	1.18339
2.03061	1.19379
2.0477	1.20419
2.06479	1.21457
2.08189	1.22494
2.09899	1.23531
2.1161	1.24567
2.13321	1.25603
2.15033	1.26637
2.16745	1.27671
2.18457	1.28705
2.2017	1.29738
2.21883	1.3077
2.23596	1.31802
2.2531	1.32833
2.27023	1.33864
2.28738	1.34895
2.30452	1.35925
2.32167	1.36954
2.33881	1.37983
2.35596	1.39012
2.37312	1.40041
2.39027	1.41069
2.40743	1.42097
2.42459	1.43124
2.44175	1.44151
2.45891	1.45178
2.47608	1.46205
2.49324	1.47231
2.51041	1.48257
2.52758	1.49283
2.54475	1.50309
2.56192	1.51334
2.57909	1.52359
2.59626	1.53384
2.61344	1.54409
2.63062	1.55434
2.64779	1.56458
2.66497	1.57482
2.68215	1.58506
2.69933	1.5953
2.71651	1.60554
2.73369	1.61578
2.75088	1.62601
2.76806	1.63624
2.78525	1.64648
2.80243	1.65671
2.81962	1.66694
2.8368	1.67716
2.85399	1.68739
2.87118	1.69762
2.88837	1.70784
2.90556	1.71806
2.92275	1.72829
2.93994	1.73851
2.95713	1.74873
2.97432	1.75895
2.99152	1.76916

0.964645	0.0353553
0.950537	0.0495315
0.936471	0.0637495
0.922463	0.0780249
0.90853	0.0923729
0.894688	0.106809
0.880953	0.121347
0.867343	0.136002
0.853876	0.150789
0.840572	0.165722
0.82745	0.180815
0.814533	0.196085
0.801846	0.211545
0.789416	0.227213
0.777274	0.243106
0.76546	0.259244
0.754018	0.275648
0.743007	0.292344
0.732503	0.309363
0.722605	0.326742
0.713452	0.344525
0.705243	0.362763
0.698271	0.381508
0.692976	0.400794
0.690005	0.420572
0.690213	0.440571
0.694378	0.460133
0.702521	0.4784
0.713694	0.494988
0.726749	0.51014
0.740901	0.524272
0.755703	0.537722
0.770909	0.550714
0.786376	0.563393
0.80202	0.575854
0.817787	0.588158
0.833644	0.600347
0.849566	0.61245
0.865537	0.624488
0.881546	0.636476
0.897586	0.648423
0.913648	0.66034
0.92973	0.67223
0.945826	0.6841
0.961935	0.695953
0.978055	0.707792
0.994183	0.719619
1.01032	0.731436
1.02646	0.743245
1.04261	0.755046
1.05876	0.766841
1.07491	0.778631
1.09107	0.790416
1.10724	0.802197
1.1234	0.813974
1.13957	0.825749
1.15574	0.83752
1.17191	0.849289
1.18808	0.861056
1.20425	0.872821
1.22043	0.884584
1.2366	0.896345
1.25278	0.908105
1.26896	0.919864
1.28514	0.931621
1.30132	0.943377
1.3175	0.955133
1.33368	0.966887
1.34986	0.978641
1.36604	0.990394
1.38223	1.00215
1.39841	1.0139
1.41459	1.02565
1.43078	1.0374
1.44696	1.04915
1.46315	1.0609
1.47933	1.07265
1.49552	1.0844
1.5117	1.09614
1.52789	1.10789
1.54408	1.11964
1.56026	1.13139
1.57645	1.14313
1.59264	1.15488
1.60882	1.16663
1.62501	1.17837
1.6412	1.19012
1.65739	1.20187
1.67357	1.21361
1.68976	1.22536
1.70595	1.2371
1.72214	1.24885
1.73833	1.26059
1.75451	1.27234
1.7707	1.28408
1.78689	1.29583
1.80308	1.30757
1.81927	1.31931
1.83546	1.33106
1.85165	1.3428
1.86783	1.35455
1.88402	1.36629
1.90021	1.37803
1.9164	1.38978
1.93259	1.40152
1.94878	1.41327
1.96497	1.42501
1.98116	1.43675
1.99735	1.4485
2.01354	1.46024
2.02972	1.47198
2.04591	1.48373
2.0621	1.49547
2.07829	1.50721
2.09448	1.51896
2.11067	1.5307
2.12686	1.54244
2.14305	1.55419
2.15924	1.56593
2.17543	1.57767
2.19162	1.58941
2.20781	1.60116
2.224	1.6129
2.24019	1.62464
2.25638	1.63639
2.27257	1.64813
2.28876	1.65987
2.30495	1.67161
2.32114	1.68336
2.33733	1.6951
2.35352	1.70684
2.36971	1.71858
2.3859	1.73033
2.40209	1.74207
2.41828	1.75381
2.43447	1.76555
2.45066	1.7773
2.46685	1.78904
2.48304	1.80078
2.49923	1.81252
2.51542	1.82427
2.53161	1.83601
2.5478	1.84775
2.56399	1.85949
2.58018	1.87124
2.59637	1.88298
2.61256	1.89472
2.62875	1.90646
2.64494	1.9182
2.66113	1.92995
2.67732	1.94169
2.69351	1.95343
2.7097	1.96517
2.72589	1.97692
2.74208	1.98866
2.75827	2.0004
2.77446	2.01214
2.79065	2.02389
2.80684	2.03563
2.82303	2.04737
2.83922	2.05911
2.85541	2.07085
2.8716	2.0826
2.88779	2.09434
2.90398	2.10608
2.92017	2.11782
2.93636	2.12957
2.95255	2.14131
2.96874	2.15305
2.98493	2.16479

0.95	6.12323e-18
0.93	8.5576e-18
0.91	1.10336e-17
0.89	1.33807e-17
0.87	1.57318e-17
0.85	1.80391e-17
0.83	2.03107e-17
0.81	2.25201e-17
0.79	2.4634e-17
0.77	2.71437e-17
0.75	2.91782e-17
0.73	3.11607e-17
0.71	3.27879e-17
0.69	3.42742e-17
0.67	3.62525e-17
0.65	3.88267e-17
0.63	3.98132e-17
0.61	3.98132e-17
0.59	4.06697e-17
0.57	4.11554e-17
0.55	3.95088e-17
0.53	3.70352e-17
0.51	3.70352e-17
0.49	3.39201e-17
0.47	3.04363e-17
0.45	2.8492e-17
0.43	2.63256e-17
0.41	2.39153e-17
0.39	2.39153e-17
0.37	1.79706e-17
0.35	4.7862e-18
0.33	-6.17318e-18
0.31	-1.4269e-17
0.29	-2.77278e-17
0.27	-4.26544e-17
0.25	-6.47564e-17
0.23	-6.47564e-17
0.21	-7.16213e-17
0.19	-7.93185e-17
0.17	-8.80011e-17
0.15	-7.81263e-17
0.13	-6.67697e-17
0.11	-4.02445e-17
0.09	-4.02445e-17
0.07	-9.87082e-17
0.05	-1.23903e-16
0.03	-5.30915e-17
0.01	-1.12236e-16
-0.01	-1.12236e-16
0.01	-2.34274e-17
-0.01	-1.12235e-16
0.01	-2.34265e-17
-0.01	-1.12234e-16
0.01	-2.34256e-17
-0.01	-1.12233e-16
0.01	-2.34247e-17
-0.01	-1.12232e-16
0.01	-2.34239e-17
-0.01	-1.12231e-16
0.01	-2.3423e-17
-0.01	-1.1223e-16
0.01	-2.34221e-17
-0.01	-1.1223e-16
0.01	-2.34212e-17
-0.01	-1.12229e-16
0.01	-2.34204e-17
-0.01	-1.12228e-16
0.01	-2.34195e-17
-0.01	-1.12227e-16
0.01	-2.34186e-17
-0.01	-1.12226e-16
0.01	-2.34177e-17
-0.01	-1.12225e-16
0.01	-2.34169e-17
-0.01	-1.12224e-16
0.01	-2.3416e-17
-0.01	-1.12223e-16
0.01	-2.34151e-17
-0.01	-1.12223e-16
0.01	-2.34142e-17
-0.01	-1.12222e-16
0.01	-2.34134e-17
-0.01	-1.12221e-16
0.01	-2.34125e-17
-0.01	-1.1222e-16
0.01	-2.34116e-17
-0.01	-1.12219e-16
0.01	-2.34107e-17
-0.01	-1.12218e-16
0.01	-2.34099e-17
-0.01	-1.12217e-16
0.01	-2.3409e-17
-0.01	-1.12216e-16
0.01	-2.34081e-17
-0.01	-1.12216e-16
0.01	-2.34072e-17
-0.01	-1.12215e-16
0.01	-2.34064e-17
-0.01	-1.12214e-16
0.01	-2.34055e-17
-0.01	-1.12213e-16
0.01	-2.34046e-17
-0.01	-1.12212e-16
0.01	-2.34037e-17
-0.01	-1.12211e-16
0.01	-2.34029e-17
-0.01	-1.1221e-16
0.01	-2.3402e-17
-0.01	-1.12209e-16
0.01	-2.34011e-17
-0.01	-1.12209e-16
0.01	-2.34003e-17
-0.01	-1.12208e-16
0.01	-2.33994e-17
-0.01	-1.12207e-16
0.01	-2.33985e-17
-0.01	-1.12206e-16
0.01	-2.33976e-17
-0.01	-1.12205e-16
0.01	-2.33968e-17
